iter	RMSE
882	2680.90465
883	2680.210998
884	2679.17928
885	2676.96762
886	2675.017958
887	2674.025454
888	2672.427748
889	2668.955591
890	2668.109643
891	2667.636422
892	2664.35484
893	2663.920932
894	2663.671606
895	2663.52024
896	2661.915626
897	2660.443137
898	2658.910718
899	2657.441483
900	2656.126561
901	2655.465923
902	2654.769695
903	2654.277138
904	2653.85182
905	2653.013971
906	2650.310837
907	2649.067456
908	2648.169221
909	2647.23095
910	2644.065621
911	2642.908351
912	2642.76969
913	2641.667548
914	2640.036081
915	2638.734786
916	2637.356138
917	2636.808385
918	2634.601757
919	2633.795882
920	2632.119694
921	2631.756632
922	2630.504927
923	2628.321856
924	2627.509065
925	2625.08009
926	2623.993998
927	2622.753204
928	2622.073554
929	2620.852998
930	2619.719585
931	2617.797528
932	2617.042445
933	2616.937399
934	2614.782257
935	2613.842734
936	2612.906275
937	2611.403452
938	2609.698357
939	2608.735819
940	2608.285989
941	2605.552157
942	2603.150142
943	2601.243068
944	2600.762376
945	2599.530398
946	2597.55584
947	2597.008337
948	2595.222937
949	2594.756832
950	2592.918781
951	2591.555768
952	2590.894889
953	2589.652479
954	2589.490392
955	2586.6879
956	2585.832758
957	2583.982803
958	2583.194244
959	2582.519809
960	2582.431173
961	2580.644846
962	2580.469265
963	2578.342544
964	2577.723228
965	2576.804542
966	2574.719647
967	2573.336695
968	2573.058897
969	2572.75584
970	2572.591738
971	2571.199562
972	2568.340025
973	2568.192125
974	2567.205311
975	2565.03248
976	2563.597153
977	2562.329004
978	2560.685556
979	2560.051865
980	2558.877053
981	2558.317622
982	2557.038619
983	2555.744156
984	2554.398961
985	2552.899287
986	2550.586049
987	2549.970897
988	2548.651714
989	2547.537734
990	2546.577347
991	2544.987438
992	2543.151422
993	2542.910305
994	2541.931866
995	2540.301162
996	2539.382206
997	2538.78254
998	2537.486451
999	2535.983014
